model,system,issue_id,title,package,predicted_priority,true_priority,confidence,reason
qwen2.5:14b,A,7789,Build fail when Hii Pcd is a Structure PCD (Bugzilla Bug 1535),basetools,medium,medium,0.85,Similar to other build-related issues in basetools package with medium priority.
qwen2.5:14b,A,7788,AppPkg build error (StdLib\Include\sys/EfiCdefs.h(342): error C2220: warning treated as error) (Bugzilla Bug 1534),apppkg,medium,medium,0.8,The error described is specific to a build process and does not indicate a critical system failure or security vulnerability.
qwen2.5:14b,A,7787,UefiCpuPkg/SecCore: Wrong Debug Information for SecCore (Bugzilla Bug 1533),ueficpupkg,medium,low,0.8,Similar to other UefiCpuPkg issues with moderate severity.
qwen2.5:14b,A,7786,UINT64 shouldn't be used as the base type for a struct bit field. (Bugzilla Bug 1532),mdepkg,medium,medium,0.85,Similar to other issues in mdepkg with medium priority.
qwen2.5:14b,A,7784,"Should do index check for shell command ""-delay"" (Bugzilla Bug 1528)",shellpkg,medium,medium,0.85,Similar to other shellpkg issues with index checks and command handling.
qwen2.5:14b,A,7783,Operands in a bitwise operation have different size in Baselib/String.c (Bugzilla Bug 1527),mdepkg,medium,medium,0.8,Similar to other issues in MdePkg with bitwise operation errors.
qwen2.5:14b,A,7779,ECC fails to detect function header comments issue (Bugzilla Bug 1523),basetools,high,medium,0.85,The issue is related to ECC tool failing to detect function header comments which could impact code quality and maintainability.
qwen2.5:14b,A,7778,ECC fails to run after python3 migration. (Bugzilla Bug 1522),basetools,high,high,0.85,"The issue involves a critical failure after python3 migration, similar to other high-priority issues in BaseTools package."
qwen2.5:14b,A,7777,Add CET feature support in SMM (Bugzilla Bug 1521),ueficpupkg,medium,low,0.85,Similar to other issues in ueficpupkg package with medium priority.
qwen2.5:14b,A,7776,BaseTools supports to the driver combination. (Bugzilla Bug 1520),basetools,medium,high,0.8,Similar to other BaseTools issues with medium priority.
qwen2.5:14b,A,9689,IPv6 PXE and HTTP Boot can use the same IAID in the DHCP request as Ip6Config when using the same interface (Bugzilla Bug 1519),networkpkg,high,medium,0.85,Similar to other high priority issues in networkpkg related to DHCP and booting problems.
qwen2.5:14b,A,9688,DHCPv6 IAID generated by PXE and HTTP Boot are not consistent across restarts (Bugzilla Bug 1518),networkpkg,medium,medium,0.85,Similar to other networkpkg issues with medium priority.
qwen2.5:14b,A,7775,Fix Edk2 UefiLib usage of VA_START in undefined way (Bugzilla Bug 1517),mdepkg,medium,low,0.85,Similar to other issues in mdepkg with medium priority due to undefined usage of macro.
qwen2.5:14b,A,7773,Unknown fatal error when generating build report (Bugzilla Bug 1513),basetools,high,low,0.85,"The issue involves a fatal error during build report generation, similar to other high-priority BaseTools issues."
qwen2.5:14b,A,7771,SecurityPkg: TcgConfig fix to allow enabling TPM 1.2 device from disabled state. (Bugzilla Bug 1511),securitypkg,medium,low,0.8,Similar to other SecurityPkg issues with moderate impact.
qwen2.5:14b,A,7770,Possible overflow the Nodesize variable (Bugzilla Bug 1510),stdlib,high,high,0.85,The issue involves a potential overflow vulnerability which is typically classified as high severity.
qwen2.5:14b,A,7769,BaseTool build failure in Ubuntu18 after support python3 (Bugzilla Bug 1509),basetools,medium,high,0.85,Similar to other BaseTools issues that are medium priority due to build failures.
qwen2.5:14b,A,7768,[Vlv2TbltDevicePkg] LIBRARY_CLASS is not correct within Vlv2TbltDevicePkg\Library\I2CLibPei (Bugzilla Bug 1507),vlv2tbltdevicepkg,medium,medium,0.85,Similar to other issues in Vlv2TbltDevicePkg with medium priority.
qwen2.5:14b,A,7767,Update strings on Opal SETUP page (Bugzilla Bug 1506),securitypkg,low,low,0.8,The issue is related to updating strings on a setup page and does not indicate any critical functionality or security issues.
qwen2.5:14b,A,7766,[Pci] System may hang when devices behind PPB contain option ROM but don't require 32bit MMIO (Bugzilla Bug 1505),mdemodulepkg,high,high,0.85,The issue involves system hang which is a critical problem.
qwen2.5:14b,A,7765,Fail to run UPT (Bugzilla Bug 1504),basetools,high,medium,0.85,"The issue involves failing to run UPT which is critical for build and test processes, similar in severity to other high-priority issues in BaseTools."
qwen2.5:14b,A,7764,Add NULL pointer check in Opal driver (Bugzilla Bug 1503),securitypkg,high,low,0.85,Similar to other security-related issues that have been classified as high priority due to potential for buffer overflows or NULL pointer dereferences.
qwen2.5:14b,A,7763,Need to remove CMOS locations used in EDK2 drivers. (Bugzilla Bug 1502),-,high,low,0.8,The issue involves removing CMOS locations used in EDK2 drivers which could be critical for system stability and security.
qwen2.5:14b,A,9686,Potential conflict between LoadFileOnFv2::InstallFileLoadProtocol() and DxeCore::CoreLoadImageCommon() (Bugzilla Bug 1501),mdemodulepkg,medium,medium,0.85,Similar to other mdemodulepkg issues with medium priority.
qwen2.5:14b,A,7762,[Microcode Update] some error message enhancement (Bugzilla Bug 1500),intelsiliconpkg,medium,low,0.8,No specific severity indicators; similar to other enhancement requests.
qwen2.5:14b,A,7760,Error in DisplaySysEventLogData in EventLogInfo.c (Bugzilla Bug 1498),shellpkg,medium,medium,0.8,Similar to other issues in shellpkg with medium priority.
qwen2.5:14b,A,7759,Add specific sanity check for device path of type MEDIA_FILEPATH_DP (Bugzilla Bug 1497),mdepkg,medium,low,0.8,Similar to other issues in mdepkg with medium priority.
qwen2.5:14b,A,7758,Move 8259/8254 components from IntelFrameworkPkg/PcAtChipsetPkg to OvmfPkg (Bugzilla Bug 1496),pcatchipsetpkg,medium,medium,0.8,The issue involves moving components between packages without clear indication of severity or critical functionality impact.
qwen2.5:14b,A,7757,Change OvmfPkg to stop using ISA drivers in framework pkg (Bugzilla Bug 1495),ovmfpkg,medium,medium,0.8,Similar to other framework package issues that do not specify critical impact.
qwen2.5:14b,A,9685,HTTPDxe Driver Error Handling (Bugzilla Bug 1494),networkpkg,medium,high,0.85,"Similar to other networkpkg issues with error handling, no specific indication of high severity."
qwen2.5:14b,A,7756,CryptoPkg/RuntimeCryptLib: Pkcs7GetAttachedContent() is for boot time but will be built into runtime as well. (Bugzilla Bug 1493),cryptopkg,medium,low,0.85,Similar to other issues in CryptoPkg that do not have a high severity label.
qwen2.5:14b,A,7755,Open Source Wi-Fi Connection Manager for UEFI Wi-Fi connections (Bugzilla Bug 1492),networkpkg,medium,medium,0.8,Similar to other networkpkg issues with medium priority.
qwen2.5:14b,A,7754,VS tool chain build failure in ShellPkg\Library\UefiShellAcpiViewCommandLib\Parsers\Pptt\PpttParser.c (Bugzilla Bug 1491),shellpkg,medium,low,0.8,Similar to other build failure issues that are typically medium priority.
qwen2.5:14b,A,9684,IP Mode strings as per Industry Standard (Bugzilla Bug 1490),networkpkg,medium,medium,0.8,"The issue is related to standardizing IP mode strings in networkpkg, which impacts firmware but does not indicate critical failure or security risk."
qwen2.5:14b,A,9683,Events not closed on error paths (Bugzilla Bug 1488),networkpkg,high,medium,0.85,"The issue involves network events not being closed on error paths which can lead to resource leaks and instability, similar in severity to other high priority issues in NetworkPkg."
qwen2.5:14b,A,7753,tftp command always returns 0xE status (not found) (Bugzilla Bug 1487),shellpkg,medium,low,0.8,Similar to other issues in shellpkg with medium priority.
qwen2.5:14b,A,7752,Update TCG spec support info into SecurityPkg (Bugzilla Bug 1486),securitypkg,medium,medium,0.8,The issue involves updating support information which is likely to be a maintenance task rather than fixing a critical bug or security vulnerability.
qwen2.5:14b,A,7750,Add a PCD to skip Opal password prompt (Bugzilla Bug 1484),securitypkg,medium,low,0.8,Similar to other security-related issues in the same package but lacks high severity indicators like build failures or critical functionality impacts.
qwen2.5:14b,A,7748,Enhance CapsuleApp to support Capsule-on-Disk feature. (Bugzilla Bug 1482),mdemodulepkg,medium,medium,0.8,Similar to other MdeModulePkg issues that are medium priority.
qwen2.5:14b,A,7747,[MtrrLib] might wrongly set cache setting to UC for memory below 1MB (Bugzilla Bug 1481),ueficpupkg,low,high,0.8,The issue is related to a potential incorrect setting for memory below 1MB and does not indicate severe consequences or critical system failures.
qwen2.5:14b,A,7746,ECC report some coding style issue in MdeModulePkg (Bugzilla Bug 1479),mdemodulepkg,low,medium,0.85,Coding style issues typically do not impact functionality or stability.
qwen2.5:14b,A,7745,ECC report some coding style issue in MdePkg (Bugzilla Bug 1478),mdepkg,medium,medium,0.85,Similar to other coding style issues reported in MdePkg.
qwen2.5:14b,A,7744,ECC tool report a coding style issue in IntelFsp2Pkg\Include\Ppi\FspmArchConfigPpi.h (Bugzilla Bug 1477),intelfsp2pkg,low,low,0.85,Coding style issues typically have a low impact on functionality and security compared to other types of bugs.
qwen2.5:14b,A,7743,VS EBC and XCODE build failure in MdeModulePkg FaultTolerantWriteDxe related modules (Bugzilla Bug 1476),mdemodulepkg,high,medium,0.85,Similar to other build failure issues in mdemodulepkg which are high priority.
qwen2.5:14b,A,7742,Deprecate driver PropertiesTableAttributesDxe in MdeModulePkg (Bugzilla Bug 1475),mdemodulepkg,low,medium,0.8,The issue is about deprecating a driver and does not indicate any critical security or functionality impact.
qwen2.5:14b,A,7741,[UfsBlockIoPei] Implementation of the Block IO (2) PPI services does not handle parameter 'DeviceIndex' properly (Bugzilla Bug 1474),mdemodulepkg,medium,low,0.8,Similar to other issues in mdemodulepkg with medium priority.
qwen2.5:14b,A,7740,Build fail when enable FixedAtBuild (VOID*) PCD use in the [DEPEX] section of INF files (Bugzilla Bug 1473),basetools,high,medium,0.85,Similar to other high priority issues in basetools related to build failures and PCD usage.
qwen2.5:14b,A,7739,BaseTools: Build report generation fail when structure Pcd enabled (Bugzilla Bug 1472),basetools,medium,medium,0.85,Similar to other BaseTools issues with medium priority.
qwen2.5:14b,A,7737,Enable GPT support for recovery feature (Bugzilla Bug 1470),fatpkg,medium,high,0.8,Similar to other feature implementation requests without critical severity indicators.
qwen2.5:14b,A,7736,[Network] Remove the unnecessary NULL pointer check after retrieving the value from list Entry. (Bugzilla Bug 1469),networkpkg,low,low,0.85,The bug involves a simple NULL pointer check removal and does not indicate severe security or performance issues.
qwen2.5:14b,A,7735,Move BeagleBoardPkg and Omap35xxPkg from edk2 to edk2-platforms repo (Bugzilla Bug 1467),beagleboardpkg,medium,low,0.8,The issue involves moving packages between repositories and does not indicate critical functionality or security impact.
qwen2.5:14b,A,7734,BaseTools should support empty value for DynamicHii type PCD in DSC (Bugzilla Bug 1466),basetools,medium,high,0.8,Similar to other BaseTools issues with moderate impact.
qwen2.5:14b,A,7733,Remove PcdFrameworkCompatibilitySupport and related code (Bugzilla Bug 1464),mdemodulepkg,medium,low,0.8,Similar to other mdemodulepkg issues but lacks high severity indicators like security vulnerabilities or critical build failures.
qwen2.5:14b,A,9681,Exception with HeapGuard active and using FvSimpleFileSystemDxe (Bugzilla Bug 1463),shellpkg,high,medium,0.85,"The issue involves a critical exception with HeapGuard active, similar to other high-priority issues in shellpkg related to core functionality."
qwen2.5:14b,A,7732,[ResetSystemRuntimeDxe] doesn't call EnterS3WithImmediateWake() in warm reset path (Bugzilla Bug 1462),mdemodulepkg,medium,medium,0.8,Similar to other mdemodulepkg issues but lacks severity indicators like build breaks or high impact security concerns.
qwen2.5:14b,A,7731,[ResetSystemLib] Add a library instance that can be linked against Runtime driver (Bugzilla Bug 1461),mdemodulepkg,medium,medium,0.85,Similar to other MdeModulePkg issues with medium priority.
qwen2.5:14b,A,7730,[ResetSystemLib] Adds a new API ResetSystem() (Bugzilla Bug 1460),mdemodulepkg,medium,medium,0.8,The issue involves adding a new API which is not inherently critical but could introduce bugs or compatibility issues.
qwen2.5:14b,A,7729,[ResetUtilityLib] Add ResetSystemWithSubtype API. (Bugzilla Bug 1458),mdemodulepkg,medium,medium,0.85,Similar to other issues in MdeModulePkg with medium priority.
qwen2.5:14b,A,7727,[NetLib] The possible NULL pointer dereference issue for the usage of NET_LIST_FOR_EACH & NET_LIST_FOR_EACH_SAFE (Bugzilla Bug 1456),networkpkg,high,low,0.85,Potential NULL pointer dereference is a critical security vulnerability similar to other high priority issues.
